ナクア白神スキーリゾート,青森県西津軽郡鯵ヶ沢町鯵ヶ沢高原,0173-72-1011,gelande018,40.6953474,140.283005,な
むつ市釜臥山スキー場,青森県むつ市大湊大川守44-5,0175-24-1881,gelande019,41.2624814,141.1379055,む
夜越山スキー場,青森県東津軽郡平内町浜子堀替36-1,017-755-2756,gelande020,40.9216604,140.9878231,よ
野辺地まかど温泉スキー場,青森県上北郡野辺地町地続山1-1,0175-64-3138,gelande021,40.8751287,141.0707061,の
モヤヒルズ,青森県青森市雲谷梨野木63,017-764-1110,gelande022,40.7378903,140.7932391,も
七戸町営スキー場,青森県上北郡七戸町左組地内,0176-62-5612,gelande023,40.6983871,141.0997164,し
岩木山百沢スキー場,青森県弘前市百沢東岩木山国有林,0172-83-2224,gelande024,40.6277452,140.3313648,い
十和田湖温泉スキー場,青森県十和田市法量焼山64-122,0176-74-2008,gelande025,40.5825998,140.9882828,と
八甲田スキー場,青森県青森市荒川寒水沢1-12,017-738-0343,gelande026,40.6790402,140.8347402,は
創遊村229スキーランド,青森県三戸郡田子町川代ノ上,0179-32-2100,gelande027,40.3648192,141.0717449,そ
そうまロマントピアスキー場,青森県弘前市水木在家桜井44,0172-84-2020,gelande028,40.5756752,140.3900745,そ
